[ 2025-02-05 08:15:56,656 ] 19 root - INFO - Initiate the data ingestion
[ 2025-02-05 08:16:01,114 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-05 08:16:01,114 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-05 08:16:01,115 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-05 08:16:01,216 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-05 08:16:01,217 ] 21 root - INFO - Data Initiation Completed
[ 2025-02-05 08:16:01,231 ] 26 root - INFO - Initiate the data Validation
[ 2025-02-05 08:16:01,342 ] 33 root - INFO - Required number of columns:2
[ 2025-02-05 08:16:01,343 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-05 08:16:01,343 ] 33 root - INFO - Required number of columns:2
[ 2025-02-05 08:16:01,343 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-05 08:16:01,676 ] 28 root - INFO - data Validation Completed
[ 2025-02-05 08:16:01,676 ] 32 root - INFO - data Transformation started
